"ADMIN_DATE","MVX","Daily_Count"
2022-12-01,NVX,2
2022-12-01,PFR,354
2022-12-02,MOD,280
2022-12-02,PFR,486
2022-12-03,MOD,120
2022-12-03,PFR,154
2022-12-04,MOD,55
2022-12-04,PFR,72
2022-12-05,MOD,180
2022-12-05,PFR,345
2022-12-06,MOD,229
2022-12-06,NVX,2
2022-12-06,PFR,301
2022-12-07,JSN,1
2022-12-07,MOD,156
2022-12-07,PFR,246
2022-12-08,MOD,236
2022-12-08,PFR,367
2022-12-09,JSN,1
2022-12-09,MOD,274
2022-12-09,NVX,1
2022-12-09,PFR,466
2022-12-10,JSN,1
2022-12-10,MOD,83
2022-12-10,PFR,165
2022-12-11,MOD,56
2022-12-11,PFR,63
2022-12-12,MOD,108
2022-12-12,PFR,194
2022-12-13,MOD,162
2022-12-13,NVX,2
2022-12-13,PFR,323
2022-12-14,MOD,173
2022-12-14,NVX,2
2022-12-14,PFR,317
2022-12-15,MOD,177
2022-12-15,NVX,1
2022-12-15,PFR,209
2022-12-16,JSN,1
2022-12-16,MOD,295
2022-12-16,NVX,2
2022-12-16,PFR,410
2022-12-17,MOD,79
2022-12-17,PFR,148
2022-12-18,MOD,30
2022-12-18,PFR,67
2022-12-19,MOD,201
2022-12-19,PFR,279
2022-12-20,JSN,1
2022-12-20,MOD,187
2022-12-20,PFR,299
2022-12-21,MOD,108
2022-12-21,NVX,3
2022-12-21,PFR,255
2022-12-22,MOD,179
2022-12-22,PFR,272
2022-12-23,MOD,100
2022-12-23,PFR,171
2022-12-24,MOD,15
2022-12-24,PFR,27
2022-12-25,PFR,1
2022-12-26,MOD,53
2022-12-26,PFR,96
2022-12-27,MOD,147
2022-12-27,NVX,1
2022-12-27,PFR,249
2022-12-28,MOD,141
2022-12-28,NVX,1
2022-12-28,PFR,269
2022-12-29,MOD,161
2022-12-29,PFR,269
2022-12-30,MOD,186
2022-12-30,PFR,269
2022-12-31,MOD,52
2022-12-31,PFR,59
2023-01-01,MOD,4
2023-01-01,PFR,15
2023-01-02,MOD,74
2023-01-02,PFR,100
2023-01-03,JSN,1
2023-01-03,MOD,132
2023-01-03,NVX,1
2023-01-03,PFR,272
2023-01-04,MOD,127
2023-01-04,PFR,252
2023-01-05,MOD,194
2023-01-05,NVX,1
2023-01-05,PFR,266
2023-01-06,MOD,190
2023-01-06,PFR,369
2023-01-07,MOD,43
2023-01-07,PFR,97
2023-01-08,MOD,22
2023-01-08,PFR,64
2023-01-09,MOD,108
2023-01-09,NVX,2
2023-01-09,PFR,252
2023-01-10,MOD,132
2023-01-10,PFR,262
2023-01-11,MOD,129
2023-01-11,NVX,1
2023-01-11,PFR,203
2023-01-12,MOD,154
2023-01-12,PFR,229
2023-01-13,JSN,1
2023-01-13,MOD,191
2023-01-13,NVX,3
2023-01-13,PFR,286
2023-01-14,MOD,69
2023-01-14,PFR,97
2023-01-15,MOD,13
2023-01-15,PFR,30
2023-01-16,MOD,81
2023-01-16,NVX,2
2023-01-16,PFR,121
2023-01-17,MOD,88
2023-01-17,PFR,138
2023-01-18,MOD,95
2023-01-18,NVX,2
2023-01-18,PFR,143
2023-01-19,JSN,1
2023-01-19,MOD,134
2023-01-19,NVX,1
2023-01-19,PFR,153
2023-01-20,MOD,171
2023-01-20,NVX,1
2023-01-20,PFR,223
2023-01-21,MOD,39
2023-01-21,PFR,109
2023-01-22,MOD,20
2023-01-22,PFR,17
2023-01-23,MOD,79
2023-01-23,PFR,137
2023-01-24,MOD,84
2023-01-24,PFR,144
2023-01-25,MOD,73
2023-01-25,PFR,123
2023-01-26,MOD,91
2023-01-26,PFR,136
2023-01-27,MOD,89
2023-01-27,PFR,138
2023-01-28,MOD,45
2023-01-28,PFR,46
2023-01-29,MOD,14
2023-01-29,PFR,13
2023-01-30,MOD,46
2023-01-30,PFR,96
